"","colony_num","new_yard","split_date","parent_yard","parent_id","varroa_5cup","splits_made","stratum","trt","trt_numeric","ch2_date","ch2_var_tray","ch2_var_wash","ch2_var_total","ch2_wash_workers","ch2_wash_drones","ch2_wash_queens","ch18_date","ch18_qstatus","ch18_eggs","ch18_ageoldest","ch18_age","ch30_date","ch30_eggs","ch30_qstatus","ch30_ageoldest","ch30_age","lay_18","lay_30","start_layday","ch44_date","ch44_eggs","ch44_qstatus","ch44_fob","ch58_date","ch58_eggs","ch58_qstatus","ch58_fob","ch72_date","ch72_eggs","ch72_qstatus","ch72_fob","ch72_supered","ch77_var_total","ch77_wash_workers","ch77_wash_drones","ch77_wash_queens","ch77_supers_use","ch77_lbs","bottom_board","supers_supering_sheet_dontuse","chpost_date","post_supers_use","post_lbs","post_q_status","post_quick_fob","post_issues","chpost_var_total","chpost_wash_workers","chpost_wash_drones","chpost_wash_queens","date_decided_remove","exp_day_decided_remove","reason_removal","date","ch77_qstatus","ch77_efb","ch77_deeps_num","ch77_mediums_num","frames_bees","frames_wbr","frames_dbr","frames_honey","trt_label","trt_type","efb_columns","efb","ch2_wash_bees","ch77_wash_bees","chpost_wash_bees","qstatuses","failed","weak","QL","DL","established","issues","ch77_lbs_C","ch77_kgs_C","post_lbs_C","post_kgs_C"
"106","22-106","Shooting Range","3/22/22","Kiwi","21-191",1,3,7,"2-Apivar",2,"3/24/22",NA,NA,1,265,13,0,"4/9/22","VQS","N",NA,NA,"4/21/22","Y","QS","Eggs",2,"#VALUE!","28",28,"5/5/22","Y","QS",7,"5/19/22","Y","DL","3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/19/22",58,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apivar","Synthetic","DL NA",0,278,NA,NA,"QS DL NA NA DL",0,0,0,1,1,1,NA,NA,NA,NA
"107","22-107","Shooting Range","3/22/22","Kiwi","21-191",1,3,7,"7-HopGuard",7,"3/24/22",NA,NA,0,320,14,0,"4/9/22","QNS","N",NA,NA,"4/21/22","Y","QNS","Eggs",2,"#VALUE!","28",28,"5/5/22","Y","QR",6,"5/19/22","Y","DL","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/19/22",58,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HopGuard","Organic","DL NA",0,334,NA,NA,"QR DL NA NA DL",0,0,0,1,1,1,NA,NA,NA,NA
"108","22-108","Shooting Range","3/22/22","Kiwi","21-191",1,3,8,"3-Taktic",3,"3/24/22",NA,NA,0,309,6,0,"4/9/22","QS","Y","L1",4,"4/21/22","Y","QR","Capped",NA,"14","#VALUE!",14,"5/5/22","Y","QR",11,"5/19/22","Y","QR","11","6/2/22","Y","QR",12,"",2,NA,NA,NA,1,135.6,"Normal",1,"6/30/22",1,153.6,"QR",11,NA,5,346,25,0,"",NA,"","2022-06-07","QS",NA,2,1,4.75,2.075,0.225,8.8,"Amitraz EC","Synthetic"," NA",0,315,362,371,"QR QR QR QS ",0,0,0,0,1,0,135.6,61.5624,153.6,69.7344
"109","22-109","Shooting Range","3/22/22","Kiwi","21-076",2,3,4,"3-Taktic",3,"3/24/22",NA,NA,1,272,22,0,"4/9/22","QS","Y","L3",6,"4/21/22","Y","QR","Capped",NA,"12","#VALUE!",12,"5/5/22","Y","QR",9,"5/19/22","Y","QR","9","6/2/22","Y","QNS",7,"",5,413,3,0,1,101.6,"Four",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/7/22",77,"5/19 EFB mild","2022-06-07","QR","Observed",NA,NA,3.475,1.25,0,3.65,"Amitraz EC","Synthetic","5/19 EFB mild Observed",1,294,416,NA,"QR QR QNS QR 5/19 EFB mild",0,0,0,0,1,1,101.6,46.1264,NA,NA
"110","22-110","Shooting Range","3/22/22","Kiwi","21-076",2,3,5,"1-Control",1,"3/24/22",NA,NA,0,258,23,0,"4/9/22","QR","Y","L1",4,"4/21/22","Y","QR","Capped",NA,"14","#VALUE!",14,"5/5/22","Y","QR",10,"5/19/22","Y","QR","14","6/2/22","Y","QR",16,"",4,429,0,0,1,124,"Four",1,"6/30/22",1,122.8,"QR",9,NA,3,351,0,0,"",NA,"","2022-06-07","QS",NA,NA,NA,5.325,1.8125,0,5.6625,"Control","Control"," NA",0,281,429,351,"QR QR QR QS ",0,0,0,0,1,0,124,56.296,122.8,55.7512
"111","22-111","Shooting Range","3/22/22","Kiwi","21-076",2,3,5,"7-HopGuard",7,"3/24/22",NA,NA,1,276,13,0,"4/9/22","QS","Y","L3",6,"4/21/22","Y","QR","Capped",NA,"12","#VALUE!",12,"5/5/22","Y","QR",10,"5/19/22","Y","QR","14","6/2/22","Y","QR",13,"",0,380,1,0,1,148.4,"Normal",1,"6/30/22",1,177,"QR",13,NA,2,358,6,0,"",NA,"","2022-06-07","QR",NA,NA,NA,4.375,2.0375,0.225,8.475,"HopGuard","Organic"," NA",0,289,381,364,"QR QR QR QR ",0,0,0,0,1,0,148.4,67.3736,177,80.358
"112","22-112","Shooting Range","3/22/22","Kiwi","21-190",1,4,7,"5-Vapor18",5,"3/24/22",NA,NA,2,304,11,0,"4/9/22","QS","Y","L1",4,"4/21/22","Y","QR","Capped",NA,"14","#VALUE!",14,"5/5/22","Y","QR",13,"5/19/22","Y","QR","17","6/2/22","Y","QR",16,"",2,394,1,0,1,161.4,"Four",2,"6/30/22",2,191.6,"QR",17,NA,3,378,4,0,"",NA,"","2022-06-07","QS",NA,NA,NA,7.931,2.1375,0.325,12.333,"OA Vapor","Organic"," NA",0,315,395,382,"QR QR QR QS ",0,0,0,0,1,0,161.4,73.2756,179.6,81.5384
"113","22-113","Shooting Range","3/22/22","Kiwi","21-190",1,4,7,"4-Dribble18",4,"3/24/22",NA,NA,0,348,8,0,"4/9/22","QR","Y","L3",6,"4/21/22","Y","QR","Capped",NA,"12","#VALUE!",12,"5/5/22","Y","QR",10,"5/19/22","Y","QR","13","6/2/22","Y","QR",16,"",0,338,3,0,1,141,"Four",1,"6/30/22",1,129,"QNS",5,1,7,361,15,0,"",NA,"","2022-06-07","QS",NA,NA,NA,6.435,3,0.475,8.375,"OA Dribble","Organic"," NA",0,356,341,376,"QR QR QR QS ",0,0,0,0,1,0,141,64.014,129,58.566
"114","22-114","Shooting Range","3/22/22","Kiwi","21-190",1,4,7,"3-Taktic",3,"3/24/22",NA,NA,2,277,20,0,"4/9/22","QS","Y","L1",4,"4/21/22","Y","QR","Capped",NA,"14","#VALUE!",14,"5/5/22","Y","QR",11,"5/19/22","Y","QR","14","6/2/22","Y","QR",19,"",0,354,9,0,1,159.4,"Four",2,"6/30/22",2,199.4,"QR",19,NA,2,327,14,0,"",NA,"","2022-06-07","QR",NA,NA,NA,10.308,2.475,0.3875,13.488,"Amitraz EC","Synthetic"," NA",0,297,363,341,"QR QR QR QR ",0,0,0,0,1,0,159.4,72.3676,187.4,85.0796
"115","22-115","Shooting Range","3/22/22","Kiwi","21-190",1,4,7,"6-ManyDribble",6,"3/24/22",NA,NA,0,320,28,0,"4/9/22","QR","Y","L2",5,"4/21/22","Y","QR","Capped",NA,"13","#VALUE!",13,"5/5/22","Y","QR",9,"5/19/22","Y","QR","8","6/2/22","Y","QR",8,"",0,348,2,0,1,131.8,"Normal",1,"6/30/22",1,156.2,"QR",9,NA,0,324,5,0,"",NA,"","2022-06-07","QR",NA,NA,NA,4.775,2.175,0.2125,9.4,"5x OA Dribble","Organic"," NA",0,348,350,329,"QR QR QR QR ",0,0,0,0,1,0,131.8,59.8372,156.2,70.9148
"116","22-116","Shooting Range","3/22/22","Kiwi","21-183",1,3,6,"7-HopGuard",7,"3/24/22",NA,NA,3,281,26,0,"4/9/22","QS","Y","L3",6,"4/21/22","Y","QR","Capped",NA,"12","#VALUE!",12,"5/5/22","Y","QR",14,"5/19/22","Y","QR","15","6/2/22","Y","QR",16,"",3,336,1,0,1,160.2,"Four",2,"6/30/22",2,188.2,"QR",16,NA,10,347,16,0,"",NA,"","2022-06-07","QR",NA,NA,NA,8.21,1.9875,0.175,14.06,"HopGuard","Organic"," NA",0,307,337,363,"QR QR QR QR ",0,0,0,0,1,0,160.2,72.7308,176.2,79.9948
"117","22-117","Shooting Range","3/22/22","Kiwi","21-183",1,3,6,"5-Vapor18",5,"3/24/22",NA,NA,1,360,12,0,"4/9/22","VQS","N",NA,NA,"4/21/22","Y","QNS","Eggs",2,"#VALUE!","28",28,"5/5/22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4/21/22",30,"Failed to mate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OA Vapor","Organic","Failed to mate NA",0,372,NA,NA,"NA NA NA NA Failed to mate",1,0,0,0,0,1,NA,NA,NA,NA
"118","22-118","Shooting Range","3/22/22","Kiwi","21-183",1,3,7,"1-Control",1,"3/24/22",NA,NA,1,340,29,0,"4/9/22","QNS","N",NA,NA,"4/21/22","N","QNS",NA,NA,"#VALUE!","#VALUE!",NA,"5/5/22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4/21/22",30,"Failed to mate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control","Control","Failed to mate NA",0,369,NA,NA,"NA NA NA NA Failed to mate",1,0,0,0,0,1,NA,NA,NA,NA
"119","22-119","Shooting Range","3/22/22","Raleigh","21-116",2,2,5,"4-Dribble18",4,"3/24/22",NA,NA,0,360,5,0,"4/9/22","QNS","N",NA,NA,"4/21/22","Y","QR","Prepupa",11,"#VALUE!","19",19,"5/5/22","Y","QR",8,"5/19/22","Y","QR","6","6/2/22","Y","QR",7,"",1,433,0,0,1,101.4,"Normal",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/7/22",77,"d77 mod EFB","2022-06-07","QR","Observed",2,1,2.725,2.1,0,2.45,"OA Dribble","Organic","d77 mod EFB Observed",1,365,433,NA,"QR QR QR QR d77 mod EFB",0,0,0,0,1,1,101.4,46.0356,NA,NA
"120","22-120","Shooting Range","3/22/22","Raleigh","21-116",2,2,5,"2-Apivar",2,"3/24/22",NA,NA,5,319,17,0,"4/9/22","QR","Y","L6",9,"4/21/22","Y","QR","Capped",NA,"9","#VALUE!",9,"5/5/22","Y","QR",14,"5/19/22","Y","QR","13","6/2/22","Y","QR",12.5,"",1,258,2,0,1,145.4,"Normal",1,"6/30/22",1,151.6,"QR",14,NA,7,364,4,0,"",NA,"","2022-06-07","QR",NA,2,1,2.675,1.45,0,8.925,"Apivar","Synthetic"," NA",0,336,260,368,"QR QR QR QR ",0,0,0,0,1,0,145.4,66.0116,151.6,68.8264
"121","22-121","Shooting Range","3/22/22","Raleigh","21-115",9,3,2,"4-Dribble18",4,"3/24/22",4,6,10,328,4,0,"4/9/22","QS","Y","L3",6,"4/21/22","Y","QR","Capped",NA,"12","#VALUE!",12,"5/5/22","Y","QR",6.5,"5/19/22","N","QL","Missing","6/2/22","N","QNS",4,"",6,362,1,0,1,88.6,"Normal",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/7/22",77,"d77 QNS","2022-06-07","QNS",NA,2,1,1.425,0,0,2.1125,"OA Dribble","Organic","d77 QNS NA",0,332,363,NA,"QR QL QNS QNS d77 QNS",0,0,1,0,1,1,88.6,40.2244,NA,NA
"122","22-122","Shooting Range","3/22/22","Raleigh","21-115",9,3,2,"2-Apivar",2,"3/24/22",6,5,11,338,5,0,"4/9/22","QNS","N",NA,NA,"4/21/22","Y","QR","L3",6,"#VALUE!","24",24,"5/5/22","Y","QR",6,"5/19/22","Y","QR","4","6/2/22","Y","QR",5.5,"",0,445,0,0,1,96.8,"Normal",1,"6/30/22",1,108.8,"QR",12,NA,0,334,10,0,"",NA,"","2022-06-07","QS",NA,2,1,2.525,1.5,0.025,1.9,"Apivar","Synthetic"," NA",0,343,445,344,"QR QR QR QS ",0,0,0,0,1,0,96.8,43.9472,108.8,49.3952
"123","22-123","Shooting Range","3/22/22","Raleigh","21-115",9,3,2,"7-HopGuard",7,"3/24/22",2,4,6,417,5,0,"4/9/22","QS","Y","eggs",2,"4/21/22","Y","QR","Capped",NA,"16","#VALUE!",16,"5/5/22","Y","QR",5,"5/19/22","Y","QR","4.5","6/2/22","Y","QR",5.5,"",4,336,0,0,1,88.8,"Normal",1,"6/30/22",1,96.6,"QR",9,NA,4,363,2,0,"",NA,"","2022-06-07","QS",NA,2,1,1.925,1.9875,0,1.1,"HopGuard","Organic"," NA",0,422,336,365,"QR QR QR QS ",0,0,0,0,1,0,88.8,40.3152,96.6,43.8564
"124","22-124","Shooting Range","3/22/22","Raleigh","21-108",8,2,3,"3-Taktic",3,"3/24/22",6,8,14,284,26,0,"4/9/22","VQS","N",NA,NA,"4/21/22","Y","QR","Prepupa",11,"#VALUE!","19",19,"5/5/22","Y","QR",8,"5/19/22","Y","QR","6","6/2/22","Y","QR",8.5,"",8,NA,NA,NA,1,107.8,"Normal",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/7/22",77,"d77 EFB, likely sac","2022-06-07","QR","Observed",2,1,2.5,1.875,0.15,4.05,"Amitraz EC","Synthetic","d77 EFB, likely sac Observed",1,310,362,NA,"QR QR QR QR d77 EFB, likely sac",0,0,0,0,1,1,107.8,48.9412,NA,NA
"125","22-125","Shooting Range","3/22/22","Raleigh","21-108",8,2,3,"7-HopGuard",7,"3/24/22",10,8,18,321,32,0,"4/9/22","QS","Y","L1",4,"4/21/22","Y","QR","Capped",NA,"14","#VALUE!",14,"5/5/22","Y","QR",9,"5/19/22","Y","QR","6","6/2/22","Y","QR",10,"",8,431,0,0,1,116.4,"Normal",1,"6/30/22",1,130.4,"QR",10,NA,3,381,0,0,"",NA,"","2022-06-07","QS",NA,2,1,3.55,1.7125,0,4.725,"HopGuard","Organic"," NA",0,353,431,381,"QR QR QR QS ",0,0,0,0,1,0,116.4,52.8456,130.4,59.2016
"126","22-126","Shooting Range","3/22/22","Kiwi","21-073",6,2,3,"1-Control",1,"3/24/22",7,1,8,313,0,0,"4/9/22","QS","Y","L3",6,"4/21/22","Y","QS","Capped",NA,"12","#VALUE!",12,"5/5/22","Y","QR",14,"5/19/22","Y","QR","12","6/2/22","Y","QR",14,"",59,460,0,0,1,151.3,"Normal",1,"6/30/22",1,169.8,"QR",15,NA,55,406,2,0,"",NA,"","2022-06-07","QR",NA,2,1,3.925,2.5,0.2,9.375,"Control","Control"," NA",0,313,460,408,"QR QR QR QR ",0,0,0,0,1,0,151.3,68.6902,169.8,77.0892
"127","22-127","Shooting Range","3/22/22","Kiwi","21-073",6,2,4,"6-ManyDribble",6,"3/24/22",9,5,14,328,0,0,"4/9/22","QR","Y","eggs",NA,"4/21/22","Y","QR","Capped",NA,"18","#VALUE!",18,"5/5/22","Y","QR",7,"5/19/22","Y","QR","7","6/2/22","Y","QR",11,"",2,322,1,0,1,111.8,"Normal",1,"6/30/22",1,135.8,"QR",11,NA,26,408,12,0,"",NA,"","2022-06-07","QS",NA,2,1,4.225,2.25,0.3375,3.725,"5x OA Dribble","Organic"," NA",0,328,323,420,"QR QR QR QS ",0,0,0,0,1,0,111.8,50.7572,135.8,61.6532
"128","22-128","Turfgrass","3/25/22","Shoot (Wire hives at SR)","21-092",2,3,3,"7-HopGuard",7,"3/27/22",NA,NA,1,293,26,0,"4/12/22","QS","Y","L4",7,"4/24/22","Y","QR","Capped",NA,"11","#VALUE!",11,"5/8/22","Y","QR",11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Normal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/8/22",44,"EFB",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HopGuard","Organic","EFB NA",1,319,NA,NA,"QR NA NA NA EFB",0,0,0,0,1,1,NA,NA,NA,NA
"129","22-129","Turfgrass","3/25/22","Shoot (Wire hives at SR)","21-092",2,3,3,"6-ManyDribble",6,"3/27/22",NA,NA,0,261,31,0,"4/12/22","QS","Y","L4",7,"4/24/22","Y","QS","Capped",NA,"11","#VALUE!",11,"5/8/22","Y","QR",7.5,"5/21/22","Y","QR","11","6/6/22","Y","QR",12,"",1,406,0,0,1,128.2,"Normal",1,"6/30/22",1,166,"QR",18,NA,6,440,4,0,"",NA,"","2022-06-11","QR",NA,NA,NA,5.05,3.5,0.175,6.7,"5x OA Dribble","Organic"," NA",0,292,406,444,"QR QR QR QR ",0,0,0,0,1,0,128.2,58.2028,166,75.364
"130","22-130","Turfgrass","3/25/22","Shoot (Wire hives at SR)","21-092",2,3,4,"2-Apivar",2,"3/27/22",NA,NA,2,283,20,0,"4/12/22","QS","Y","L3",6,"4/24/22","Y","QR","Capped",NA,"12","#VALUE!",12,"5/8/22","Y","QR",9,"5/21/22","Y","QR","15","6/6/22","Y","QR",12,"",0,285,4,0,1,162.6,"Normal",2,"6/30/22",2,215.8,"QR",18,NA,15,269,12,0,"",NA,"","2022-06-11","QR",NA,NA,NA,5.59,2.9625,0.5375,14.2525,"Apivar","Synthetic"," NA",0,303,289,281,"QR QR QR QR ",0,0,0,0,1,0,162.6,73.8204,203.8,92.5252
"131","22-131","Turfgrass","3/25/22","Shoot (Wire hives at SR)","21-094",2,2,4,"1-Control",1,"3/27/22",NA,NA,1,297,20,0,"4/12/22","QR","Y","eggs",2,"4/24/22","Y","QR","Capped",NA,"16","#VALUE!",16,"5/8/22","Y","QR",7,"5/21/22","Y","QR","11","6/6/22","Y","QR",10,"",10,304,6,0,1,146.8,"Normal",2,"6/30/22",1,168.2,"QR",16,NA,18,317,11,0,"",NA,"","2022-06-11","QS",NA,NA,NA,3.125,3.025,0.1625,9.425,"Control","Control"," NA",0,317,310,328,"QR QR QR QS ",0,0,0,0,1,0,146.8,66.6472,168.2,76.3628
"132","22-132","Turfgrass","3/25/22","Shoot (Wire hives at SR)","21-094",2,2,4,"3-Taktic",3,"3/27/22",NA,NA,0,286,13,0,"4/12/22","QR","Y","L5",8,"4/24/22","Y","QR","Capped",NA,"10","#VALUE!",10,"5/8/22","Y","QR",9,"5/21/22","Y","QS","13","6/6/22","Y","QR",11,"",6,396,1,0,1,156.4,"Normal",1,"6/30/22",2,198.4,"QR",14,NA,14,223,21,0,"",NA,"","2022-06-11","QS",NA,2,1,4.775,2.6125,0.325,10.3125,"Amitraz EC","Synthetic"," NA",0,299,397,244,"QR QS QR QS ",0,0,0,0,1,0,156.4,71.0056,186.4,84.6256
"133","22-133","Turfgrass","3/25/22","Shooting Range","21-020",2,2,3,"2-Apivar",2,"3/27/22",NA,NA,0,297,4,0,"4/12/22","QNS","N",NA,NA,"4/24/22","N","QNS",NA,NA,"#VALUE!","#VALUE!",NA,"5/8/22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Normal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4/24/22",30,"Failed to mate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apivar","Synthetic","Failed to mate NA",0,301,NA,NA,"NA NA NA NA Failed to mate",1,0,0,0,0,1,NA,NA,NA,NA
"134","22-134","Turfgrass","3/25/22","Shooting Range","21-020",2,2,3,"4-Dribble18",4,"3/27/22",NA,NA,0,317,3,0,"4/12/22","VQS","N",NA,NA,"4/24/22","Y","QR","L3",6,"#VALUE!","24",24,"5/8/22","Y","QR",3,"5/21/22","Y","QR","4","6/6/22","Y","QR",9,"",0,344,0,0,1,157,"Normal",1,"6/30/22",1,147,"QR",13,NA,1,324,1,0,"",NA,"","2022-06-11","QS",NA,2,1,3.525,2.8625,0.025,6.175,"OA Dribble","Organic"," NA",0,320,344,325,"QR QR QR QS ",0,0,0,0,1,0,157,71.278,147,66.738
"135","22-135","Turfgrass","3/25/22","Shooting Range","21-006",2,3,4,"6-ManyDribble",6,"3/27/22",NA,NA,1,316,7,0,"4/12/22","QNS","N",NA,NA,"4/24/22","Y","QR","Eggs",2,"#VALUE!","28",28,"5/8/22","N","QL",4.5,"5/21/22","Y","QR","3.5","6/6/22","Y","QR",4,"",0,503,0,0,1,99.8,"Normal",1,"6/30/22",1,108.8,"QR",7,NA,2,476,0,0,"",NA,"","2022-06-11","QS",NA,2,1,1.425,1.75,0.1,2.45,"5x OA Dribble","Organic"," NA",0,323,503,476,"QL QR QR QS ",1,0,0,0,0,1,99.8,45.3092,108.8,49.3952
"136","22-136","Turfgrass","3/25/22","Shooting Range","21-006",2,3,4,"4-Dribble18",4,"3/27/22",NA,NA,0,314,23,0,"4/12/22","QNS","N",NA,NA,"4/24/22","Y","QR","L6",9,"#VALUE!","21",21,"5/8/22","Y","QR",3,"5/21/22","Y","QR","5","6/6/22","Y","QR",8,"",0,425,0,0,1,93.6,"Normal",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/11/22",77,"EFB","2022-06-11","QR","Observed",NA,NA,2.175,1.525,0.025,1.525,"OA Dribble","Organic","EFB Observed",1,337,425,NA,"QR QR QR QR EFB",0,0,0,0,1,1,93.6,42.4944,NA,NA
"137","22-137","Turfgrass","3/25/22","Shooting Range","21-006",2,3,5,"1-Control",1,"3/27/22",NA,NA,0,301,28,0,"4/12/22","QNS","N",NA,NA,"4/24/22","Y","QS","Eggs",2,"#VALUE!","28",28,"5/8/22","Y","QR",4,"5/21/22","Y","QR","5","6/6/22","Y","QR",8.5,"",0,336,1,0,1,112,"Normal",1,"6/30/22",1,146.8,"QR",12,NA,0,304,4,0,"",NA,"","2022-06-11","QS",NA,NA,NA,2.95,2.85,0.075,5.8,"Control","Control"," NA",0,329,337,308,"QR QR QR QS ",0,0,0,0,1,0,112,50.848,146.8,66.6472
"138","22-138","Turfgrass","3/25/22","Shoot (Wire hives at SR)","21-129",5,2,1,"1-Control",1,"3/27/22",3,1,4,270,15,0,"4/12/22","QNS","N",NA,NA,"4/24/22","Y","QS","L6",9,"#VALUE!","21",21,"5/8/22","Y","QR",8,"5/21/22","N","QL","7","6/6/22","Y","QR",8,"",7,419,0,0,1,130,"Normal",1,"6/30/22",1,138.6,"QR",10,NA,19,232,23,0,"",NA,"","2022-06-11","QR",NA,NA,NA,2.525,0.35,0,8.6,"Control","Control"," NA",0,285,419,255,"QR QL QR QR ",0,0,1,0,1,1,130,59.02,138.6,62.9244
"139","22-139","Turfgrass","3/25/22","Shoot (Wire hives at SR)","21-129",5,2,1,"3-Taktic",3,"3/27/22",4,1,5,295,8,0,"4/12/22","QNS","N",NA,NA,"4/24/22","Y","QR","Prepupa",11,"#VALUE!","19",19,"5/8/22","Y","QR",7.5,"5/21/22","Y","QR","8","6/6/22","Y","QR",11,"",4,386,0,0,1,134.8,"Normal",1,"6/30/22",1,168.4,"QR",11,NA,5,367,10,0,"",NA,"","2022-06-11","QS",NA,NA,NA,4.075,2.825,0.075,9.075,"Amitraz EC","Synthetic"," NA",0,303,386,377,"QR QR QR QS ",0,0,0,0,1,0,134.8,61.1992,168.4,76.4536
"140","22-140","Turfgrass","3/25/22","Shooting Range","21-036",1,3,6,"6-ManyDribble",6,"3/27/22",NA,NA,0,331,2,0,"4/12/22","QNS","N",NA,NA,"4/24/22","Y","QS","Prepupa",11,"#VALUE!","19",19,"5/8/22","Y","QR",2,"5/21/22","Y","QR","3.5","6/6/22","Y","QR",7,"",0,417,0,0,1,98.6,"Normal",1,"6/30/22",1,115.4,"QS",8,NA,1,259,2,0,"",NA,"","2022-06-11","QS",NA,NA,NA,2.525,2.125,0.025,1.9,"5x OA Dribble","Organic"," NA",0,333,417,261,"QR QR QR QS ",0,0,0,0,1,0,98.6,44.7644,115.4,52.3916
